,Unnamed: 0,TopSongs,lyrics,MBTI
477,477,Cage the Elephant - Cigarette Daydeams,"Cigarette Daydreams Lyrics[Verse 1]. Did you stand there all alone?. Oh, I cannot explain what's going down. I can see you standing next to me. In and out somewhere else right now. You sigh, look away. I can see it clear as day. Close your eyes, so afraid. Hide behind that babyface. . [Pre-Chorus]. Do-do-do, do-do-do. [Chorus]. You can drive all night. Looking for the answers in the pouring rain. You wanna find peace of mind. Looking for the answer. . [Verse 2]. Funny how it seems like yesterday. As I recall, you were looking out of place. Gathered up your things and slipped away. No time at all, I followed you into the hall. Cigarette daydream. You were only seventeen. Soft speak with a mean streak. Nearly brought me to my knees. . [Pre-Chorus]. Do-do-do, do-do-do. . [Chorus]. You can drive all night. Looking for the answers in the pouring rain. You wanna find peace of mind. Looking for the answer. If we can find a reason, a reason to change. Looking for the answer. If you can find a reason, a reason to stay. Standing in the pouring rain. [Bridge]. Do-do, do-do-do. Do-do, do-do-do-do. Do-do, do-do-do. Do-do, do-do-do-do. . [Chorus]. You can drive all night. Looking for the answers in the pouring rain. You wanna find peace of mind. Looking for the answer. If we can find a reason, a reason to change. Looking for the answer. If you can find a reason, a reason to stay. Standing in the pouring rain109Embed",ENTJ
478,478,Cigarette After Sex - K,"K. Lyrics[Verse 1]. I remember when I first noticed that you liked me back. We were sitting down in a restaurant waiting for the check. We had made love earlier that day with no strings attached. But I could tell that something had changed how you looked at me then. . [Chorus]. Kristen, come right back. I've been waiting for you. To slip back in bed. When you light the candle. [Verse 2]. And on the Lower East Side, you're dancing with me now. And I'm taking pictures of you with flowers on the wall. Think I like you best when you're dressed in black from head to toe. Think I like you best when you're just with me and no one else. . [Chorus]. Kristen, come right back. I've been waiting for you. To slip back in bed. When you light the candle. . [Verse 3]. And I'm kissing you lying in my room. Holding you until you fall asleep. And it's just as good as I knew it would be. Stay with me, I don't want you to leave. . [Chorus]. Kristen, come right back. I've been waiting for you. To slip back in bed. When you light the candle55Embed",ENTJ
479,479, Los Retros - Someone To Spend Time With,"Someone To Spend Time With Lyrics[Verse 1: Los Retros]. Wake up alone. In the morning with no one at my side. Could it be. I’ve waited too long. Waiting for the lucky one. . [Chorus: Los Retros]. My sweetheart, where are you?. I need someone to spend time with. To give and share all my love. [Verse 2: Firelordmelissa]. Back in bed. It’s 3 a.m. With no one at my side. It gets real cold. Because these blankets. Will never warm my heart. . [Chorus: Finelordmelissa, Los Retros & both]. My sweetheart, where are you?. I need someone to spend time with. To give and share all my love. My sweetheart, where are you?. I need someone to spend time with. To give and share all my love. My sweetheart, where are you?. I need someone to spend time with. To give and share all my love6Embed",ENTJ
480,480,Party for You - Charli XCX,"New Music Friday 01/28/22 LyricsThe Chainsmokers - High. XXXTENTACION - vice city. NLE Choppa - Push It (feat. Young Thug). Rex Orange County - KEEP IT UP. Charli XCX - Beg For You (feat. Rina Sawayama). Gucci Mane - Rumors (feat. Lil Durk). James Blake - (Pick Me Up) Euphoria - From ""Euphoria"" An HBO Original Series. Lauv - 26. Ella Mai - DFMU. Anitta - Boys Don't Cry. Benny The Butcher - Johnny P's Caddy. Disclosure - You've Got To Let Go If You Want To Be Free. Sebastian Yatra - Modo Avión. Yebba - The Age of Worry - Live at Electric Lady. Pink Sweat$ - Real Thing (feat. Tori Kelly). Chelsea Cutler - the lifeboat's empty!. flowerovlove - I Love This Song. Lil Tecca - Fallin. Coi Lеray - Anxiety. Bakar - NW3. Tove Lo - How Long - From""Euphoria"" An HBO Original Seriеs. Dora Jar - Lagoon. Sueco - Loser. Rick Ross - Not For Nothing (feat. Anderson .Paak). Nicky Jam - Ojos Rojos. George Ezra - Anyone For You. Jaymes Young - Nothing Holy. piri - beachin. ericdoa - sad4whattt - From ""Euphoria"" An HBO Original Series. glaive - icarus. Grimes - Shinigami Eyes. Dro Kenji - USED2KNOW. EST Gee - Who Hotter Than Gee. Saba - Survivor's Guilt (feat. G Herbo). Nigo - Arya (feat. A$AP Rocky). KYLE - Unreplaceable. Nija - Beautiful Lies. Amber Mark - Bliss. Michael Bublé - I'll Never Not Love You. Maddie & Tae - Don't Make Her Look Dumb. Morgan Wade - When the Dirt All Settles. ASTN - Gradually. bülow - Don't Break His Heart. COIN - Cutie. Topic - In Your Arms (For An Angel). Ricky Martin - Otra Noche en L.A.. Central Cee - Cold Shoulder. Lil Mosey - Ain't It A Flex. Juicy J - Backseat. Denzel Curry - Walkin. AUDREY NUNA - changes. Toro y Moi - Postman. OG Parker - No Fuss. Col3trane - Bag (with Lucky Daye). Prentiss - running back. MØ - New Moon. Andy Grammer - Joy. Abe Parker - Butterflies. Jenna Doe - Shapeshift. Jamie Miller - I Lost Myself In Loving You. SSGKobe - Don't Miss. Doe Boy - OPP PARTY (feat. Nardo Wick & G Herbo). Babyface Ray - My Thoughts 3 / Pop's Prayer. Samm Henshaw - Take Time (feat. Tobe Nwigwe). Sinéad Harnett - Let Go. YEИDRY - Mascarade (feat. Lous and The Yakuza) - Radio Edit. Kilo Kish - NEW TRICKS: ART, AESTHETICS, AND MONEY. The Smile - The Smoke. Pinegrove - Habitat. Royal & the Serpent - BETTER. The Maine - Loved You A Little (with Taking Back Sunday and Charlotte Sands). Bad Suns - Symphony Of Lights. renforshort - moshpit. Caitlyn Smith - High. Lola Young - So Sorry. Tank and The Bangas - No ID. Poolside - Better When We're Close. Raveena - Secret (feat. Vince Staples). Tee Grizzley - Afterlife. BlocBoy JB - Smoke (with EST Gee). Yung Kayo - YEET (feat. Yeat). DannyLux - Infeliz. Anaïs Mitchell - Little Big Girl. Beatrich - Wishlist. Max Bennett Kelly - Fresh Green at the Gallery. Eels - Strawberries & Popcorn. NEIL FRANCES - dancing. Angus Maude - Middle Man. Ian Munsick - Long Live Cowgirls (with Cody Johnson). Adam Doleac - Drinkin' It Wrong. Rylo Rodriguez - Set Me Free. Sada Baby - Sada Wada. Banda Los Recoditos - Me Siento A Todo Dar. St. Paul & The Broken Bones - Alien Coast. Squirrel Flower - your love is a disaster. Kings Kaleidoscope - You & I Again. Just Stef - Joke. Stephen Dawes - Losing You. Em Beihold - Numb Little Bug. Kranium - Wi Deh YahEmbed",INTJ
481,481,All Falls Down - Kanye West,"All Falls Down Lyrics[Chorus: Syleena Johnson & Kanye West]. Oh, when it all, it all falls down. Yeah, this the real one, baby. I'm tellin' you all, it all falls down. Uh, Chi-Town, stand up!. Oh, when it all, it all falls down. Southside, Southside. We gon' set this party off right. I'm tellin' you all, it all falls down. Westside, Westside. We gon' set this party off right. Oh, when it all. [Verse 1: Kanye West]. Man, I promise, she's so self-conscious. She has no idea what she doin' in college. That major that she majored in don't make no money. But she won't drop out, her parents'll look at her funny. Now, tell me that ain't insecurr. The concept of school seems so securr. Sophomore, three yurrs, ain't picked a carurr. She like, ""Fuck it, I'll just stay down hurr and do hair"". 'Cause that's enough money to buy her a few pairs. Of new Airs, 'cause her baby daddy don't really care. She's so precious with the peer pressure. Couldn't afford a car, so she named her daughter Alexis. She had hair so long that it looked like weave. Then she cut it all off, now she look like Eve. And she be dealin' with some issues that you can't believe. Single black female addicted to retail, and well. [Chorus: Syleena Johnson & Kanye West]. Oh, when it all, it all falls down. And when it falls down, who you gon' call now?. I'm tellin' you all, it all falls down. C'mon, c'mon, and when it falls down. Oh, when it all. . [Verse 2: Kanye West]. Man, I promise, I'm so self-conscious. That's why you always see me with at least one of my watches. Rollies and Pashas done drove me crazy. I can't even pronounce nothing, pass that Ver-say-see!. Then I spent four hundred bucks on this. Just to be like, ""Nigga, you ain't up on this"". And I can't even go to the grocery store. Without some Ones that's clean and a shirt with a team. It seem we livin' the American Dream. But the people highest up got the lowest self-esteem. The prettiest people do the ugliest things. For the road to riches and diamond rings. We shine because they hate us, floss 'cause they degrade us. We tryna buy back our 40 acres. And for that paper, look how low we'll stoop. Even if you in a Benz, you still a nigga in a coupe. [Chorus: Syleena Johnson & Kanye West]. Oh, when it all, it all falls down. Come on, come on. I'm tellin' you all, it all falls down. And when it falls down, who you gon' call now?. Oh, when it all, it all falls down. Come on, come on. I'm tellin' you all, it all falls down. And when it all falls down. . [Verse 3: Kanye West]. I say, ""Fuck the police,"" that's how I treat 'em. We buy our way out of jail, but we can't buy freedom. We'll buy a lot of clothes, but we don't really need 'em. Things we buy to cover up what's inside. 'Cause they made us hate ourself and love they wealth. That's why shorty's hollerin', ""Where the ballers at?"". Drug dealer buy Jordan, crackhead buy crack. And the white man get paid off of all of that. But I ain't even gon' act holier than thou. 'Cause fuck it, I went to Jacob with 25 thou. Before I had a house and I'd do it again. ‘Cause I wanna be on 106 & Park, pushin' a Benz. I want to act ballerific like it's all terrific. I got a couple past-due bills, I won't get specific. I got a problem with spendin' before I get it. We all self-conscious, I'm just the first to admit it. [Chorus: Syleena Johnson & Kanye West]. Oh, when it all, it all falls down. C'mon, c'mon. And when it falls down, who you gon' call now?. I'm tellin' you all, it all falls down. C'mon c'mon, and when it falls down. Oh, when it all, it all falls down. Southside, Southside. We gon' set this party off right. I'm tellin' you all, it all falls down. Westside, Westside. We gon' set this party off right. Oh when it all, it all falls down. Chi-Town, Chi-Town. We gon' show 'em how we get down. I'm tellin' you all, it all falls down. Now, Syleena, you just like a safe belt, you saved my life. C'mon. Oh when it all, it all falls down. I'm tellin' you all, it all falls down. [Produced by Kanye West]149Embed",INTJ
482,482,Through the Wire - Kanye West,"Through the Wire Lyrics[Produced by Kanye West]. [Music Video - Intro]. Last October Grammy-nominated producer KANYE WEST was in a nearly fatal car accident. His jaw was fractured in nearly three places. Two weeks later he recorded this song with his mouth still wired shut... so the world could feel his pain!. . [Intro]. Yo, Gee, they can't stop me from rappin', can they?. Can they, Hop?. . [Chorus: Chaka Khan]. Through the fire, to the limit, to the wall. For a chance to be with you, I'd gladly risk it all. Through the fire, through whatever, come what may. For a chance at loving you, I'd take it all the way. Right down to the wire, even through the fire. [Over Chorus]. I spit it through the wire, man. There's too much stuff on my heart right now, man. I'd gladly risk it all right now. It's a life-or-death situation, man. Y'all, y'all don't really understand how I feel right now, man. It's your boy, Kanye to the…. Chi-Town, what's goin' on?. Uh-huh, yeah, yeah. . [Verse 1]. I drink a Boost for breakfast, an Ensure for dessert. Somebody ordered pancakes, I just sip the sizzurp. That right there could drive a sane man berserk. Not to worry, Mr. H-to-the-Izzo's back to wizzerk. How do you console my mom or give her light support. Tellin' her her son's on life support?. And just imagine how my girl feel. On the plane scared as hell that her guy look like Emmett Till. She was with me before the deal, she'd been tryna be mine. She a Delta, so she'd been throwin' that Dynasty sign. No use in me tryna be lyin', I been tryna be signed. Tryin' to be a millionaire, how I used two lifelines. In the same hospital where Biggie Smalls died. The doctor said I had blood clots, but I ain't Jamaican, man. Story on MTV and I ain't tryna make a band. I swear, this right here, history in the makin', man. Related SongsMercyKanye WestThe Heart Part 5Kendrick Lamar[Chorus: Chaka Khan]. Through the fire, to the limit, to the wall. For a chance to be with you, I'd gladly risk it all. Through the fire, through whatever, come what may. For a chance at loving you, I'd take it all the way. Right down to the wire, even through the fire. . [Over Chorus]. I really apologize for everything right now. If it's unclear at all, man. They got my mouth wired shut. For like… I dunno, the doctor said like six weeks. Y'know, he had, I had reconstructive surgery on my jaw. I looked in the mirror. And half my jaw was in the back of my mouth, man. I couldn't believe it. But I'm still here for y'all right now, man. This what I got to say right here, dawg. Yeah, turn me up, yeah, uh. . [Verse 2]. What if somebody from the Chi' that was ill got a deal. On the hottest rap label around?. But he wasn't talkin' 'bout coke and birds. It was more like spoken word, 'cept he's really puttin' it down?. And he explained the story 'bout how Blacks came from glory. And what we need to do in the game. Good dude, bad night, right place, wrong time. In the blink of a eye, his whole life changed. If you could feel how my face felt. You would know how Mase felt (Mason Betha!). Thank God I ain't too cool for the safe belt. I swear to God, driver two wanna sue. I got a lawyer for the case, to keep what's in my safe safe. My dawgs couldn't tell if I…. I looked like Tom Cruise in Vanilla Sky, it was televised. There's been an accident like GEICO. They thought I was burnt up like Pepsi did Michael. I must got a angel, ‘cause look how death missed his ass. Unbreakable, what, you thought they'd call me Mr. Glass?. Look back on my life like the Ghost of Christmas Past. Toys ""R"" Us where I used to spend that Christmas cash. And I still won't grow up, I'm a grown-ass kid. Swear I should be locked up for stupid shit that I did. But I'm a champion, so I turned tragedy to triumph. Make music that's fire, spit my soul through the wire. [Chorus: Chaka Khan]. Through the fire, to the limit, to the wall. For a chance to be with you, I'd gladly risk it all. Through the fire, through whatever, come what may. For a chance at loving you, I'd take it all the way. Right down to the wire, even through the fire. . [Over Chorus]. Y'know what I'm sayin'?. When the doctor told me I had, um. That I was gonna have to have a plate in my chin. I said, ""Dawg, don't you realize I'll never make it on a plane now?"". ""It's bad enough I got all this jewelry on!"". You can't be serious, man130Embed",INTJ
483,483,Warm - Charli XCX,"Warm Lyrics[Intro: Charli XCX]. You gotta tell me the reason. Why we can't fall in love. You gotta tell me the reason (No, no). Why you won't open up. Know I'ma send you to heaven. Tequila on your tongue. You gotta tell me the reason. Why we can't fall in love. . [Chorus: Charli XCX]. Tell me the reason (Yeah). Why we can't fall in love. You gotta tell me the reason. Why you won't open up. Know I'ma send you to heaven. Tequila on your tongue. You gotta tell me the reason. Why we can't fall in love. [Post-Chorus: Charli XCX]. Why, why, why?. Don't you lie, what do you want?. Fall in love, ah, risk it all. . [Verse 1: Charli XCX]. Tell me what you want. 'Cause I know that you're lonely on your own. We're out in L.A. for a month. I don't think I can hide my emotions no, no more (Uh-huh). A late night, say you want me, say you're selfish. Think about my body, then two-time. Say you want her? Do you want her?. Doesn't do it like me, no. So hot, burn the place down. Give you what you need. . [Chorus: Charli XCX]. So you gotta tell me the reason. Why we can't fall in love. You gotta tell me the reason. Why you won't open up. Know I'ma send you to heaven. Tequila on your tongue. You gotta tell me the reason. Why we can't fall in love. (Why we can't fall in love). [Post-Chorus: Charli XCX]. Why, why, why?. Don't you lie, what do you want?. Fall in love, ah, risk it all. . [Verse 2: HAIM]. Make me wanna fall in love. Baby, make mistakes. Hit me with a champagne kiss. And now I'm not thinkin' straight. Look at the skyline high. I look up, I wish I saw your face. I wanna fall in love. Jump in the deep end. 'Cause deep down, you're d-dying. Tell me you're kinda nervous. Tell me you feel the same. I wish it was more than surface. I wish I could feel nothing. Come give me everything. Burn down and go again. . [Chorus: HAIM]. So you gotta tell me the reason. Why we can't fall in love. You gotta tell me the reason. Why you won't open up. Know I'ma send you to heaven. Tequila on your tongue. And you gotta tell me the reason. Why we can't fall in love. [Outro: HAIM & Charli XCX]. Ooh, baby. Why, why, why. Tell me, tell me, tell me the reason. Know you lie, what do you want. Tell me, tell me, tell me the reason. Fall in love, ah, risk it all, ooh, ooh. Ooh, ooh, ooh, ooh, ooh. Tell me the reason. Tell me the reason, oh yeah. You gotta tell me the reason. Tell me the reason. Tell me the reason. Tell me the reason11Embed",INTJ
484,484,Constant Repeat - Charli XCX,"Constant Repeat Lyrics[Intro]. Oh, oh, oh, oh, oh. (Bad girl if you wanted). . [Verse 1]. I'm focused on you, you're all on me too. I'm cute and I'm rude, and you like what I do. You said I run through your mind, so I put love on the line. I scared you away, you missed the chance of a lifetime. . [Pre-Chorus]. When you're lonely. Are you ever thinking 'bout the magic in me?. Do you wish I was yours?. When you're lonely (When you're lonely). Am I ever on your mind on constant repeat?. Is it me that you want?. [Chorus]. Do you realize I could've been the one to change your life?. You could've had a bad girl by your side. You could've had a bad girl. Could've had a bad girl if you wanted (Bad girl). Do you even know the reasons why you had to let me go?. (Do you know?). You could've had a bad girl by your side. You could've had a bad girl. Could've had a bad girl if you wanted (Bad girl). . [Verse 2]. I'm focused on you, you're all on me too. Told you I'm cute and I'm rude with kinda rare attitude. You said I'm still on your mind, but now I don't have the time. You should've been brave, you missed the chance of a lifetime. . [Pre-Chorus]. When you're lonely. Are you ever thinking 'bout the magic in me?. Do you wish I was yours?. When you're lonely (When you're lonely). Am I ever on your mind on constant repeat?. Is it me that you want?. . [Chorus]. Do you realize I could've been the one to change your life?. You could've had a bad girl by your side. You could've had a bad girl. Could've had a bad girl if you wanted (Bad girl). Do you even know the reasons why you had to let me go?. (Do you know?). You could've had a bad girl by your side. You could've had a bad girl. Could've had a bad girl if you wanted (Bad girl). [Outro]. Got me on repeat, got me on repeat. Got me on repeat, got me on repeat-peat. Got me on repeat, got me on repeat. Got me on repeat, got me on repeat-peat. Got me on repeat, got me on repeat. Got me on repeat, got me on repeat-peat. Got me on repeat, got me on repeat. Got me on repeat, got me on repeat-peat7Embed",INTJ
485,485,Oasis - Stop Crying Your Heart Out,Stop Crying Your Heart Out Lyrics[Verse 1]. Hold up. Hold on. Don't be scared. You'll never change what's been and gone. May your smile (may your smile). Shine on (shine on). Don't be scared (don't be scared). Your destiny may keep you warm. . [Chorus]. 'Cause all of the stars. Are fading away. Just try not to worry. You'll see them someday. Take what you need. And be on your way. And stop crying your heart out. [Verse 2]. Get up (get up). Come on (come on). Why're you scared? (I'm not scared). You'll never change. What's been and gone. . [Chorus]. 'Cause all of the stars. Are fading away. Just try not to worry. You'll see them someday. Take what you need. And be on your way. And stop crying your heart out. . [Chorus]. 'Cause all of the stars. Are fading away. Just try not to worry. You'll see them someday. Just take what you need. And be on your way. And stop crying your heart out. . [Outro]. We're all of us stars. We're fading away. Just try not to worry. You'll see us someday. Just take what you need. And be on your way. And stop crying your heart out. Stop crying your heart out. Stop crying your heart out. Stop crying your heart out. Stop crying your heart out30Embed,INFJ
486,486,Oasis - Champagne Supernova ,"Champagne Supernova Lyrics[Verse 1]. How many special people change?. How many lives are living strange?. Where were you while we were getting high?. . [Pre-Chorus]. Slowly walking down the hall. Faster than a cannonball. Where were you while we were getting high?. . [Chorus]. Someday you will find me. Caught beneath the landslide. In a champagne supernova in the sky. Someday you will find me. Caught beneath the landslide. In a champagne supernova. A champagne supernova in the sky. [Verse 2]. Wake up the dawn and ask her why. A dreamer dreams she never dies. Wipe that tear away now from your eye. . [Pre-Chorus]. Slowly walking down the hall. Faster than a cannonball. Where were you while we were getting high?. . [Chorus]. Someday you will find me. Caught beneath the landslide. In a champagne supernova in the sky. Someday you will find me. Caught beneath the landslide. In a champagne supernova. A champagne supernova. . [Bridge]. 'Cause people believe. That they're gonna get away for the summer. But you and I, we live and die. The world's still spinning 'round, we don't know why. Why? Why? Why? Why?. [Guitar Solo]. . [Verse 3]. How many special people change?. How many lives are living strange?. Where were you while we were getting high?. . [Pre-Chorus]. Slowly walking down the hall. Faster than a cannonball. Where were you while we were getting high?. . [Chorus]. Someday you will find me. Caught beneath the landslide. In a champagne supernova in the sky. Someday you will find me. Caught beneath the landslide. In a champagne supernova. A champagne supernova. . [Bridge]. 'Cause people believe. That they're gonna get away for the summer. But you and I, we live and die. The world's still spinning 'round, we don't know why. Why? Why? Why? Why?. [Guitar Solo]. . [Outro]. How many special people change?. How many lives are living strange?. Where were you while we were getting high?. We were getting high. We were getting high. We were getting high. We were getting high. We were getting high. We were getting high. We were getting high. We were getting high. We were getting high50Embed",INFJ
487,487,The Script - Breakeven,"Breakeven Lyrics[Intro]. I'm still alive but I'm barely breathing. Just praying to a God that I don't believe in. 'Cause I got time while she got freedom. 'Cause when a heart breaks, no, it don't break even. . [Verse 1]. Her best days will be some of my worst. She finally met a man that's gonna put her first. While I'm wide awake she's no trouble sleeping. 'Cause when a heart breaks, no, it don't breakeven, even, no. [Chorus]. What am I supposed to do when the best part of me was always you?. And what am I supposed to say when I'm all choked up and you're ok?. I'm falling to pieces, yeah. I'm falling to pieces. . [Verse 2]. They say bad things happen for a reason. But no wise words gonna stop the bleeding. 'Cause she's moved on while I'm still grieving. And when a heart breaks, no, it don't breakeven, even, even, no. . [Chorus]. What am I gonna do when the best part of me was always you?. And what am I supposed to say when I'm all choked up and you're ok?. I'm falling to pieces, yeah. I'm falling to pieces, yeah. I'm falling to pieces. (One still in love while the other one's leaving). I'm falling to pieces. ('Cause when a heart breaks no it don't break even). . [Bridge]. Oh, you got his heart and my heart and none of the pain. You took your suitcase, I took the blame. Now I'm tryna make sense of what little remains, oh. 'Cause you left me with no love and no love to my name. [Verse 3]. I'm still alive but I'm barely breathing. Just prayed to a God that I don't believe in. 'Cause I got time while she got freedom. 'Cause when a heart breaks, no, it don't break. No, it don't break, no, it don't break even, no. . [Chorus]. What am I gonna do when the best part of me was always you?. And what am I supposed to say when I'm all choked up and you're ok?. I'm falling to pieces, yeah. I'm falling to pieces, yeah. I'm falling to pieces. (One still in love while the other one's leaving). I'm falling to pieces. ('Cause when a heart breaks no it don't break even). . [Outro]. Oh, it don't break even, no. Oh, it don't break even, no. Oh, it don't break even, no61Embed",INFJ
488,488,Jeremy Passion - Lemonade,"Lemonade (Ukulele Version) Lyrics[Verse 1]. She's my sunshine in the rain. My Tylenol when I'm in pain yeah. Let me tell you what she means to me. Like a tall glass of lemonade. When it's burning hot on summer days. She's exactly what I need. . [Chorus]. She's soothing like the ocean rushing on the sand. She takes care of me baby. She helps me be a better man. She's so beautiful, sometimes I stop to close my eyes. She's exactly what I need. [Verse 2]. She's my smile when I'm feeling blue. She's my good night sleep when my day is through yeah. Let me tell you what she means to me. (She's kinda like this). Kinda like the feeling after your first kiss. Except that everyday she makes me feel like this. She's exactly what I need. Oh yeah. . [Chorus]. She's soothing like the ocean rushing on the sand. She takes care of me baby. She helps me be a better man. She's so beautiful, sometimes I stop to close my eyes. She's exactly what I need. She's soothing like the ocean rushing on the sand. She takes care of me baby. She helps me be a better man. She's so beautiful, sometimes I stop to close my eyes. She's exactly what I need. . [Outro]. She's exactly what I need27Embed",INFJ
489,489,Ed Sheeran - Photograph,"Photograph Lyrics[Verse 1]. Loving can hurt, loving can hurt sometimes. But it's the only thing that I know. When it gets hard, you know it can get hard sometimes. It is the only thing that makes us feel alive. . [Pre-Chorus]. We keep this love in a photograph. We made these memories for ourselves. Where our eyes are never closing. Hearts are never broken. And time's forever frozen, still. [Chorus]. So you can keep me. Inside the pocket of your ripped jeans. Holding me closer 'til our eyes meet. You won't ever be alone, wait for me to come home. . [Verse 2]. Loving can heal, loving can mend your soul. And it's the only thing that I know, know. I swear it will get easier, remember that with every piece of ya. And it's the only thing we take with us when we die. . [Pre-Chorus]. We keep this love in a photograph. We made these memories for ourselves. Where our eyes are never closing. Hearts were never broken. And time's forever frozen, still. . [Chorus]. So you can keep me. Inside the pocket of your ripped jeans. Holding me closer 'til our eyes meet. You won't ever be alone. And if you hurt me, well that's okay, baby. Only words bleed inside these pages, you just hold me. And I won't ever let you go. Wait for me to come home. [Bridge]. Wait for me to come home. Wait for me to come home. Wait for me to come home. . [Chorus]. Oh, you can fit me. Inside the necklace you got when you were 16. Next to your heartbeat where I should be. Keep it deep within your soul. And if you hurt me, well that's okay, baby. Only words bleed inside these pages. You just hold me. And I won't ever let you go. . [Outro]. When I'm away, I will remember how you kissed me. Under the lamppost back on Sixth street. Hearing you whisper through the phone. ""Wait for me to come home""275Embed",INFJ
490,490,Bobby Caldwell - What you won't do for love,"What You Won’t Do for Love Lyrics[Verse 1]. I guess you wonder where I've been. I searched to find a love within. . [Refrain]. I came back to let you know. Got a thing for you and I can't let go. . [Verse 2]. My friends wonder what is wrong with me. Well, I'm in a daze from your love, you see. [Refrain]. I came back to let you know. Got a thing for you and I can't let go. . [Pre-Chorus]. Some people go around the world for love. But they may never find what they dream of. . [Chorus]. What you won't do, do for love. You've tried everything, but you don't give up. In my world, only you. Make me do for love what I would not do. . [Verse 3]. My friends wonder what is wrong with me. Well, I'm in a daze from your love, you see. . [Refrain]. I came back to let you know. Got a thing for you and I can't let go. . [Pre-Chorus]. And though I only want the best, it's true. I can't believe the things I do for you. [Chorus]. What you won't do, do for love. You've tried everything, but you won't give up. In my world, only you. Make me do for love what I would not do. Make me do for love what I would not do. Make me do for love what I would not do. Make me do for love what I would not do. . [Instrumental Outro]34Embed",ENTJ
